10381592.0,127958.0,100000
1,88,0
1,88,1
1,88,2
1,88,3
1,88,4
1,88,5
1,88,6
1,88,7
1,88,8
1,88,9
1,88,10
1,88,11
1,88,12
1,88,13
1,88,14
1,88,15
1,88,16
1,88,17
1,88,18
1,88,19
1,88,20
1,88,21
1,88,22
1,88,23
1,88,24
1,88,25
1,88,26
1,88,27
1,88,28
1,88,29
1,88,30
1,88,31
1,88,32
1,88,33
1,88,34
1,88,35
1,88,36
1,88,37
1,88,38
1,88,39
1,88,40
1,88,41
1,88,42
1,88,43
1,88,44
1,88,45
1,88,46
1,88,47
1,88,48
1,88,49
1,88,50
1,88,51
1,88,52
1,88,53
1,88,54
1,88,55
1,88,56
1,88,57
1,88,58
1,88,59
1,88,60
1,88,61
1,88,62
1,88,63
1,88,64
1,88,65
1,88,66
1,88,67
1,88,68
1,88,69
1,88,70
1,88,71
1,88,72
1,88,73
1,88,74
1,88,75
1,88,76
1,88,77
1,88,78
1,88,79
1,88,80
1,89,0
1,89,1
1,89,2
1,89,3
1,89,4
1,89,5
1,89,6
1,89,7
1,89,8
1,89,9
1,89,10
1,89,11
1,89,12
1,89,13
1,89,14
1,89,15
1,89,16
1,89,17
1,89,18
1,89,19
1,89,20
1,89,21
1,89,22
1,89,23
1,89,24
1,89,25
1,89,26
1,89,27
1,89,28
1,89,29
1,89,30
1,89,31
1,89,32
1,89,33
1,89,34
1,89,35
1,89,36
1,89,37
1,89,38
1,89,39
1,89,40
1,89,41
1,89,42
1,89,43
1,89,44
1,89,45
1,89,46
1,89,47
1,89,48
1,89,49
1,89,50
1,89,51
1,89,52
1,89,53
1,89,54
1,89,55
1,89,56
1,89,57
1,89,58
1,89,59
1,89,60
1,89,61
1,89,62
1,89,63
1,89,64
1,89,65
1,89,66
1,89,67
1,89,68
1,89,69
1,89,70
1,89,71
1,89,72
1,89,73
1,89,74
1,89,75
1,89,76
1,89,77
1,89,78
1,89,79
1,89,80
2,89,0
2,89,1
2,89,2
2,89,3
2,89,4
2,89,5
2,89,6
2,89,7
2,89,8
2,89,9
2,89,10
2,89,11
2,89,12
2,89,13
2,89,14
2,89,15
2,89,16
2,89,17
2,89,18
2,89,19
2,89,20
2,89,21
2,89,22
2,89,23
2,89,24
2,89,25
2,89,26
2,89,27
2,89,28
2,89,29
2,89,30
2,89,31
2,89,32
2,89,33
2,89,34
2,89,35
2,89,36
2,89,37
2,89,38
2,89,39
2,89,40
2,89,41
2,89,42
2,89,43
2,89,44
2,89,45
2,89,46
2,89,47
2,89,48
2,89,49
2,89,50
2,89,51
2,89,52
2,89,53
2,89,54
2,89,55
2,89,56
2,89,57
2,89,58
2,89,59
2,89,60
2,89,61
2,89,62
2,89,63
2,89,64
2,89,65
2,89,66
2,89,67
2,89,68
2,89,69
2,89,70
2,89,71
2,89,72
2,89,73
2,89,74
2,89,75
2,89,76
2,89,77
2,89,78
2,89,79
2,89,80
3,89,0
3,89,1
3,89,2
3,89,3
3,89,4
3,89,5
3,89,6
3,89,7
3,89,8
3,89,9
3,89,10
3,89,11
3,89,12
3,89,13
3,89,14
3,89,15
3,89,16
3,89,17
3,89,18
3,89,19
3,89,20
3,89,21
3,89,22
3,89,23
3,89,24
3,89,25
3,89,26
3,89,27
3,89,28
3,89,29
3,89,30
3,89,31
3,89,32
3,89,33
3,89,34
3,89,35
3,89,36
3,89,37
3,89,38
3,89,39
3,89,40
3,89,41
3,89,42
3,89,43
3,89,44
3,89,45
3,89,46
3,89,47
3,89,48
3,89,49
3,89,50
3,89,51
3,89,52
3,89,53
3,89,54
3,89,55
3,89,56
3,89,57
3,89,58
3,89,59
3,89,60
3,89,61
3,89,62
3,89,63
3,89,64
3,89,65
3,89,66
3,89,67
3,89,68
3,89,69
3,89,70
3,89,71
3,89,72
3,89,73
3,89,74
3,89,75
3,89,76
3,89,77
3,89,78
3,89,79
3,89,80
4,89,0
4,89,1
4,89,2
4,89,3
4,89,4
4,89,5
4,89,6
4,89,7
4,89,8
4,89,9
4,89,10
4,89,11
4,89,12
4,89,13
4,89,14
4,89,15
4,89,16
4,89,17
4,89,18
4,89,19
4,89,20
4,89,21
4,89,22
4,89,23
4,89,24
4,89,25
4,89,26
4,89,27
4,89,28
4,89,29
4,89,30
4,89,31
4,89,32
4,89,33
4,89,34
4,89,35
4,89,36
4,89,37
4,89,38
4,89,39
4,89,40
