1038146.0,12765.0,10000
38,11,0
38,11,1
38,11,2
38,11,3
38,11,4
38,11,5
38,11,6
38,11,7
38,11,8
38,11,9
38,11,10
38,11,11
38,11,12
38,11,13
38,11,14
38,11,15
38,11,16
38,11,17
38,11,18
38,11,19
38,11,20
38,11,21
38,11,22
38,11,23
38,11,24
38,11,25
38,11,26
38,11,27
38,11,28
38,11,29
38,11,30
38,11,31
38,11,32
38,11,33
38,11,34
38,11,35
38,11,36
38,11,37
38,11,38
38,11,39
38,11,40
39,12,0
39,12,1
39,12,2
39,12,3
39,12,4
39,12,5
39,12,6
39,12,7
39,12,8
39,12,9
39,12,10
39,12,11
39,12,12
39,12,13
39,12,14
39,12,15
39,12,16
39,12,17
39,12,18
39,12,19
39,12,20
39,12,21
39,12,22
39,12,23
39,12,24
39,12,25
39,12,26
39,12,27
39,12,28
39,12,29
39,12,30
39,12,31
39,12,32
39,12,33
39,12,34
39,12,35
39,12,36
39,12,37
39,12,38
39,12,39
39,12,40
40,12,0
40,12,1
40,12,2
40,12,3
40,12,4
40,12,5
40,12,6
40,12,7
40,12,8
40,12,9
40,12,10
40,12,11
40,12,12
40,12,13
40,12,14
40,12,15
40,12,16
40,12,17
40,12,18
40,12,19
40,12,20
40,12,21
40,12,22
40,12,23
40,12,24
40,12,25
40,12,26
40,12,27
40,12,28
40,12,29
40,12,30
40,12,31
40,12,32
40,12,33
40,12,34
40,12,35
40,12,36
40,12,37
40,12,38
40,12,39
40,12,40
41,12,0
41,12,1
41,12,2
41,12,3
41,12,4
41,12,5
41,12,6
41,12,7
41,12,8
41,12,9
41,12,10
41,12,11
41,12,12
41,12,13
41,12,14
41,12,15
41,12,16
41,12,17
41,12,18
41,12,19
41,12,20
41,12,21
41,12,22
41,12,23
41,12,24
41,12,25
41,12,26
41,12,27
41,12,28
41,12,29
41,12,30
41,12,31
41,12,32
41,12,33
41,12,34
41,12,35
41,12,36
41,12,37
41,12,38
41,12,39
41,12,40
42,13,0
42,13,1
42,13,2
42,13,3
42,13,4
42,13,5
42,13,6
42,13,7
42,13,8
42,13,9
42,13,10
42,13,11
42,13,12
42,13,13
42,13,14
42,13,15
42,13,16
42,13,17
42,13,18
42,13,19
42,13,20
42,13,21
42,13,22
42,13,23
42,13,24
42,13,25
42,13,26
42,13,27
42,13,28
42,13,29
42,13,30
42,13,31
42,13,32
42,13,33
42,13,34
42,13,35
42,13,36
42,13,37
42,13,38
42,13,39
42,13,40
43,13,0
43,13,1
43,13,2
43,13,3
43,13,4
43,13,5
43,13,6
43,13,7
43,13,8
43,13,9
43,13,10
43,13,11
43,13,12
43,13,13
43,13,14
43,13,15
43,13,16
43,13,17
43,13,18
43,13,19
43,13,20
43,13,21
43,13,22
43,13,23
43,13,24
43,13,25
43,13,26
43,13,27
43,13,28
43,13,29
43,13,30
43,13,31
43,13,32
43,13,33
43,13,34
43,13,35
43,13,36
43,13,37
43,13,38
43,13,39
43,13,40
43,12,0
43,12,1
43,12,2
43,12,3
43,12,4
43,12,5
43,12,6
43,12,7
43,12,8
43,12,9
43,12,10
43,12,11
43,12,12
43,12,13
43,12,14
43,12,15
43,12,16
43,12,17
43,12,18
43,12,19
43,12,20
43,12,21
43,12,22
43,12,23
43,12,24
43,12,25
43,12,26
43,12,27
43,12,28
43,12,29
43,12,30
43,12,31
43,12,32
43,12,33
43,12,34
43,12,35
43,12,36
43,12,37
43,12,38
43,12,39
43,12,40
44,12,0
44,12,1
44,12,2
44,12,3
44,12,4
44,12,5
44,12,6
44,12,7
44,12,8
44,12,9
44,12,10
44,12,11
44,12,12
44,12,13
44,12,14
44,12,15
44,12,16
44,12,17
44,12,18
44,12,19
44,12,20
44,12,21
44,12,22
44,12,23
44,12,24
44,12,25
44,12,26
44,12,27
44,12,28
44,12,29
44,12,30
